#  file: fmRawProjectAuthors2010-May.txt
#  package: fmProjectData
#  description of file/package:
#
#  This package includes raw data files from our database of Freshmeat project 
#  information generated from the list of projects gathered in May of 2010
#
#  Raw data was inserted into database by running the scripts:
#  scraper.pl and url_resolver.pl on the RDF files provided by Freshmeat. Get 
#  these files like this:
#  curl -O http://download.freshmeat.net/backend/fm-projects.rdf.bz2
#
#  Scripts & raw data available at http://flossmole.org
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (afterall we just spidered it ;).
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2010) 
#  The project is available at: http://flossmole.org
#
#  SELECT fp.project_id, fp.projectname_short, fpa.author_name, fpa.author_role 
#  FROM `fm_project_authors` fpa, fm_projects fp 
#  WHERE fp.datasource_id=218
#  AND fpa.datasource_id=218
#  AND fpa.project_id = fp.project_id
#  ORDER BY fp.project_id
#
#  datasource_id = 218 is the May 2010 run on freshmeat.
project_id	projectname_short	author_name	author_role
51561	string_buffer\n    	David Johns	Owner
51562	cplusplus-resourcepool\n    	mws	Owner
51563	p4a\n    	CreaLabs	Owner
51563	p4a\n    	Fabrizio Balliano	Owner
51563	p4a\n    	Andrea Giardina	Owner
51564	upschk\n    	Spiros Ioannou	Owner
51565	recoverjpeg\n    	Samuel Tardieu	Owner
51566	pythoncomplexity\n    	curt	Owner
51567	somawizard\n    	Andrea Marchesini	Owner
51568	cko\n    	Josip Deanovic	Owner
51569	gnu-conquest\n    	Ali Gholami Rudi	Owner
51571	cstermin\n    	Robert Lange	Owner
51572	ascii2binary\n    	Bill Poser	Owner
51574	osglobelan\n    	Lars Åge Kamfjord	Owner
51574	osglobelan\n    	Mathias Bøhn Grytemark	Project Admin
51576	ezum\n    	Sven-Ove Bjerkan	Owner
51577	josql\n    	Gary Bentley	Owner
51578	socketkb\n    	socketkb	Owner
51580	plog4u\n    	Axel	Owner
51581	lazypy\n    	Georg Bauer	Owner
51584	flow2rrd\n    	Ralf S. Engelschall	Owner
51585	montecarlito\n    	Martin	Owner
51587	bogom\n    	Juan J. Martínez	Owner
51588	darkhttpd\n    	Emil Mikulic	Owner
51589	soundconverter\n    	Gautier Portet	Owner
51590	fetchexc\n    	Juhani Rautiainen	Owner
51591	jtrade\n    	gigabass	Owner
51592	xulrecordset\n    	Jordi Llonch	Owner
51593	sonic-snap\n    	Bram Stolk	Owner
51594	tuxvsclippy\n    	Bram Stolk	Owner
51595	shoppingcartbuilder\n    	ezCore	Owner
51596	antixls\n    	Dan	Owner
51597	swft\n    	Bill Moran	Owner
51598	mod_auth_useragent2\n    	Robert Scheck	Owner
51599	rpm2python\n    	Robert Scheck	Owner
51600	hypre\n    	imipak	Owner
51601	lxbios\n    	imipak	Owner
51603	kpodder\n    	LeonScape	Owner
51604	base-64\n    	Simon Josefsson	Owner
51606	freeipmi\n    	Albert Chu	Owner
51606	freeipmi\n    	Anand Babu	Owner
51609	temprules\n    	Shachar Shemesh	Owner
51611	panwa\n    	Stephan Egli	Owner
51612	insurance\n    	www.individual-it-services.de	Owner
51613	pcjobs\n    	saboy21	Owner
51615	vidix\n    	Nick Kurshev	Owner
51616	accpal\n    	Brian C. Wiles	Owner
51617	everydnsapi\n    	MattFred	Owner
51620	junkycook\n    	Louis Parisot (tuxfighter)	Owner
51621	isciiutilities\n    	Bill Poser	Owner
51623	lmon\n    	Anders Nordby	Owner
51624	pyunitperf\n    	Grig Gheorghiu	Owner
51627	ezail\n    	tito	Owner
51628	btail\n    	Folkert van Heusden	Owner
51629	cedilla\n    	Juliusz Chroboczek	Owner
51633	arch-perl\n    	Mikhael Goikhman	Owner
51634	quilt\n    	Jean Delvare	Owner
51634	quilt\n    	Andreas Grünbacher	Lead Developer
51634	quilt\n    	Andreas Gruenbacher	Lead Developer
51634	quilt\n    	doj	Project Manager
51635	dcsquares\n    	Sam Steele	Owner
51638	pybluez\n    	Albert Huang	Owner
51639	smlweb\n    	Adam Chlipala	Owner
51640	mdpt\n    	imipak	Owner
51641	nettion\n    	Cuppe	Owner
51643	graviton\n    	Stephen Bridges	Owner
51645	waveutilities\n    	Bill Poser	Owner
51646	datatimeseries\n    	AtlantaGeek	Owner
51647	powerswitch\n    	Russell Miller	Owner
51648	midiquickfix\n    	jostle	Owner
51653	guicompletion\n    	Kiss Gábor János	Developer
51653	guicompletion\n    	Laszlo Pere	Owner
51655	freshmeat-xml-rpc\n    	Marco Bakera	Owner
51657	kissd\n    	Alexandre Becoulet	Owner
51658	fsplib\n    	Radim Kolar	Owner
51659	serbert\n    	Dave W Clarke	Owner
51660	zpcal\n    	Dror Matalon	Owner
51662	mozcellml\n    	Andrew Miller	Owner
51663	flactagger\n    	tochiro	Owner
51664	nampel\n    	Goesta Smekal	Owner
51665	rubywebdialogs\n    	Erik Veenstra	Owner
51666	tar2rubyscript\n    	Erik Veenstra	Owner
51667	rubyscript2exe\n    	Erik Veenstra	Owner
51668	allinoneruby\n    	Erik Veenstra	Owner
51669	tux_todo\n    	Todd V. Rovito	Owner
51672	deadlycobra\n    	outbak	Owner
51673	mockup-neptune\n    	Pier Luigi Fiorini	Owner
51674	ebtables\n    	Bart De Schuymer	Owner
51675	vbetool\n    	Matthew Garrett	Owner
51677	ldap-stats\n    	Matty	Owner
51680	mapview\n    	Russ Nelson	Owner
51683	role-playinggamedaemon\n    	Robert Hurst	Owner
51684	currency_converter\n    	Raven Morris	Owner
51686	qii\n    	beoba	Owner
51689	cookies\n    	milky	Owner
51690	blyte\n    	Osku Salerma	Owner
51691	jentchina\n    	STRASSER Michel	Owner
51692	log4shell\n    	Tommi Mäkitalo	Owner
51693	courier-authlib\n    	Sam Varshavchik	Owner
51696	gtkjentchina\n    	STRASSER Michel	Owner
51697	lioubliou\n    	STRASSER Michel	Owner
51699	cpufrequtils\n    	Dominik Broodwski	Owner
51700	linuxexplo\n    	santoroj	Owner
51701	ipodbackup\n    	Aaron Madlon-Kay	Owner
51702	simplortal\n    	Arnout Engelen	Owner
51707	fkey\n    	Corcalciuc V. Horia	Owner
51709	donationtracker\n    	Jason Rohrer	Owner
51711	jwebmail-tools\n    	Lucien	Owner
51717	hessianphp\n    	Manolo Gómez	Owner
51724	octave-gtk\n    	Muthu	Owner
51726	transtalo\n    	Tijmen Baarda	Owner
51728	entertrack\n    	John Wells	Owner
51728	entertrack\n    	Dave Joyce	Dark Lord of EnterTrack
51729	snort2pf\n    	Stephan Schmieder	Owner
51729	snort2pf\n    	Jeremie Le Hen	Owner
51735	bluemote\n    	Saravana Kannan	Owner
51736	yacpi\n    	nion	Owner
51738	ochiba\n    	h3	Owner
51739	dispatch-software\n    	WT	Owner
51740	vdesktools\n    	Kristian Mueller	Owner
51741	usblogdump\n    	Michael Still	Owner
51742	openaspect\n    	Nigel Weeks	Owner
51743	keywatcher\n    	Frank Becker	Owner
51744	uni2ascii\n    	Bill Poser	Owner
51751	marinerwrite\n    	Mariner Software	Owner
51752	marinercalc\n    	Mariner Software	Owner
51753	cdscluster\n    	Tiago Cury	Owner
51754	felidae\n    	fdiesch	Owner
51757	nctop\n    	ralf	Owner
51758	heartalien\n    	Gil Megidish	Owner
51763	nagios-synaptic\n    	orangepeel	Owner
51765	msort\n    	Bill Poser	Owner
51766	elpp\n    	Matthias Kunze	Owner
51766	elpp\n    	Prasad	Developer
51767	phpcas\n    	Yann 'Ze' Richard	Owner
51768	scc-srv\n    	siem	Owner
51769	linboxconverter\n    	Linbox Arnaud LAPREVOTE	Owner
51771	inline_slang\n    	Doug Burke	Owner
51772	univert\n    	Peter da Silva	Owner
51776	formfaces\n    	Daniel Mekonnen	Owner
51778	kamaelia\n    	Michael	Owner
51780	cacao\n    	Christian Thalinger	Owner
51781	coindesigner\n    	jespa	Owner
51782	helpcore\n    	Geert Broekmans	Admin
51783	smbgate\n    	Ricardo Alexandre Mattar	Owner
51786	cerberuslivehelp\n    	Ben Halsted	Owner
51787	geness\n    	imipak	Owner
51790	trtisy\n    	Patrik Burkhalter	Owner
51791	daophp5\n    	Auslander666	Owner
51792	destiney_links\n    	destiney	Owner
51793	destiney_topsites\n    	destiney	Owner
51794	destiney_dbsessions\n    	destiney	Owner
51795	beartkat\n    	Dan Ponte	Owner
51796	s3cache\n    	Kamran	Owner
51797	einsteinpuzzle\n    	Alexander Babichev	Owner
51798	chatty\n    	Marco Olivo	Owner
51803	cupid\n    	Uraeus	Owner
51804	kallery\n    	Andras Mantia	Owner
51806	rush2005\n    	aendeuryu	Owner
51807	tong\n    	swerk	Owner
51808	rwdschedule\n    	Gibby	Owner
51809	nsqlcli\n    	Colin JN Breame	Owner
51812	wikka\n    	dartar	Owner
51814	slglade\n    	Chris Stawarz	Owner
51815	nand-flash-util\n    	William J Beksi	Owner
51817	cwtrainer\n    	kindman	Owner
51819	gnubox_uiq\n    	xan2	Owner
51822	fallback-reboot\n    	Dan Stromberg	Owner
51823	svm-root-mirror\n    	Dan Stromberg	Owner
51824	mtee\n    	Dan Stromberg	Owner
51825	verify\n    	Dan Stromberg	Owner
51826	deep-ssh\n    	Dan Stromberg	Owner
51827	yeslinux\n    	YES Linux	Owner
51829	find-sym\n    	Dan Stromberg	Owner
51830	reblock\n    	Dan Stromberg	Owner
51831	sshgui\n    	Dan Stromberg	Owner
51832	trinisys\n    	David Box	Owner
51833	idesk\n    	FixXxeR	Owner
51834	lfyre\n    	Massimiliano Ghilardi	Owner
51835	qcomicbook\n    	Pawel Stolowski	Owner
51839	smarth\n    	Marta Girdea	Developer
51839	smarth\n    	Sergiu Dumitriu	Developer
51839	smarth\n    	Catalin Hritcu	Doc Writer
51840	issuebridge\n    	IssueBridge	Owner
51842	coold\n    	bmg300	Owner
51843	treatise\n    	Marc Prud'hommeaux	Owner
51844	touchbase\n    	Ben Fortuna	Owner
51845	jc_ansiterm\n    	Sam Stainsby	Owner
51849	libasyncns\n    	Mezcalero	Owner
51851	klopsterutils\n    	hihok	Owner
51853	smb_explorer\n    	Markus Heinz	Owner
51854	samba-console\n    	David Barth	Owner
51855	amberle\n    	Marcello Missiroli	Owner
51856	powermated\n    	fLithm	Owner
51857	vegadns\n    	Bill Shupp	Owner
51859	proteomecommonsio\n    	jfalkner	Owner
51866	moonedit\n    	Tomasz Dobrowolski	Owner
51868	jnettool\n    	Arthur Ventruba	Owner
51869	rbldnsd\n    	Andrzej Adam Filip	Owner
51873	kodepaster\n    	Tabrez Iqbal	Owner
51874	dydoc\n    	Zoe	Owner
51875	newslite\n    	pcles	Owner
51876	u2nl\n    	Christian Reitwießner	Owner
51877	gfeed\n    	thisnukes4u	Owner
51878	linkvalidator\n    	Daantje Eeltink	Owner
51880	bl0rg-mp3stream\n    	Manuel Odendahl	Owner
51881	tkping\n    	Stephen M Moraco	Owner
51883	xmamegui\n    	Scarfy	Owner
51884	jgamelaunch\n    	Scarfy	Owner
51886	phpmyprofiler\n    	subzero42	Owner
51889	xdccfetch\n    	christoph	Owner
51890	breviscms\n    	r@tchet	Owner
51891	phpmyphotogallery\n    	r@tchet	Owner
51892	aoelinux\n    	Ed Cashin at Coraid	Owner
51893	gtoday\n    	xnous	Owner
51895	tclsigx\n    	Breadcrust	Owner
51897	opengogear\n    	st3	Owner
51898	coralreef\n    	imipak	Owner
51899	mix2005\n    	Heroine Virtual Ltd.	Owner
51900	dabo\n    	Ed Leafe	Owner
51900	dabo\n    	Paul McNett	Owner
51902	maxtime\n    	Dan Stromberg	Owner
51906	matjito\n    	olonho	Owner
51907	openmsx\n    	Andete	Owner
51908	epstool\n    	Moritz Barsnick	Owner
51910	phpwebquest\n    	tognaco	Owner
51912	lingot\n    	Grachi	Owner
51912	lingot\n    	ibancg	Owner
51913	jmandns\n    	ottacom	Owner
51916	calimba\n    	Roberto B	Owner
51917	htmltemplatepython\n    	hhas01	Owner
51918	jtagger\n    	dronten	Owner
51920	cfitsio\n    	imipak	Owner
51921	kassiope\n    	Josef Falk	Owner
51922	sandrasf\n    	Vic Cekvenich	Owner
51924	bitweaver\n    	Breadcrust	Owner
51924	bitweaver\n    	Spider	Project Founder
51925	packddir\n    	Fabio Bonelli	Owner
51927	duplifinder\n    	Marcus Wynwood	Owner
51928	gtk2hack\n    	miq	Owner
51929	mpiplugin\n    	Alexander Shepil	Owner
51930	travmail\n    	elvisior	Owner
51931	bulkwatch\n    	Lane Powers	Owner
51932	tablaunch\n    	dlam	Owner
51933	pmreport\n    	Zeke Walker	Owner
51935	svnkit\n    	TMate Software	Owner
51936	tmate\n    	TMate Software	Owner
51937	hatx\n    	Stepan Roh	Owner
51938	lister\n    	Stepan Roh	Owner
51940	chan_misdn\n    	beroNet GmbH	Owner
51941	mcllib\n    	MIBA Consulting Ltd	Owner
51943	akkar\n    	Roy W. Andersen	Owner
51944	abracadabra\n    	Roland Schaffer	Owner
51945	antserver\n    	Peter RISKO	Owner
51947	sdljava\n    	iganza	Owner
51948	phpdiplomacy\n    	kestas	Owner
51951	jc_termui\n    	Sam Stainsby	Owner
51952	ant-ivy\n    	Xavier Hanin	Owner
51952	ant-ivy\n    	Maarten Coene	Release Manager
51953	pdfdirectory\n    	richard	Owner
51955	webcheck\n    	Stepan Roh	Owner
51956	persona\n    	Stepan Roh	Owner
51957	vmpsd\n    	mwhitlock	Owner
51959	bproc\n    	imipak	Owner
51960	guile-dbi\n    	linas	Owner
51962	mpyre\n    	SmokesLikeaPoet	Owner
51963	qoscc\n    	flup	Owner
51966	ginfo\n    	Andrea Marchesini	Owner
51967	daes\n    	dettus	Owner
51968	xpybind\n    	Dan Aloni	Owner
51969	ibmfocspropertycheckersgenerator\n    	alphaWorks	Owner
51971	qmail-remove\n    	LinuxMagic	Owner
51972	shttpdj\n    	Stepan Roh	Owner
51974	highmoon\n    	Patrick Gerdsmeier	Owner
51976	smsd\n    	Stepan Roh	Owner
51977	libsssd\n    	proberts	Owner
51978	simd-cph\n    	proberts	Owner
51980	guile-dbd-mysql\n    	Maurizio Boriani	Owner
51984	srzip\n    	Stepan Roh	Owner
51987	opencartable\n    	echarp	Owner
51989	shttpd\n    	Stepan Roh	Owner
51990	gtge\n    	Paulus Tuerah	Owner
51991	bytename\n    	Bill Poser	Owner
51993	listpatron\n    	Ferry Boender	Owner
51996	smartpm\n    	badnetmask	Owner
51997	libksnmp\n    	Flameeyes	Owner
51998	cyberience_project_manager\n    	harkelino	Owner
51999	kpowersave\n    	Danny Kukawka	Owner
52002	juda\n    	Oreste Notelli	Owner
52003	netleak\n    	Jonas	Owner
52004	linb\n    	Jakob Fink	Owner
52006	talloc\n    	tridge	Owner
52009	proteomecommons_orgjaf\n    	jfalkner	Owner
52010	ipc_sharedmem\n    	Craig Manley	Owner
52011	vidaframework\n    	Nobody	Owner
52012	gepolabo\n    	gepolabo	Owner
52013	mindraider\n    	Martin Dvorak	Owner
52016	xen\n    	imipak	Owner
52017	ezmlm-browse\n    	Bruce Guenter	Owner
52018	grml\n    	Michael Prokop	Owner
52019	ezmlm-idx\n    	Bruce Guenter	Owner
52021	bufsock_py\n    	Dan Stromberg	Owner
52022	pirp\n    	alques	Owner
52023	dellinkchecker\n    	Dean Wilson	Owner
52025	dbsolo\n    	DB Solo	Owner
52026	bitbake\n    	Chris Larson	Owner
52027	galapagos\n    	Mathias Broxvall	Owner
52028	openjigsaw\n    	Marijn	Owner
52031	projectcoordinator\n    	Patrik Svanerudh	Owner
52032	guile-dbd-postgresql\n    	Maurizio Boriani	Owner
52033	ttraq\n    	Thomas Hartwig	Owner
52034	htinc\n    	Robert Lange	Owner
52037	dream_print_tracking\n    	Campware	Owner
52039	zptree\n    	Dror Matalon	Owner
52040	supporttrio\n    	ActiveCampaign, Inc.	Owner
52047	mod_xmltime\n    	Daniel Bibbens	Owner
52048	qlime\n    	Shalabh Chaturvedi	Owner
52049	billing-software\n    	WT	Owner
52051	disclaimermilter\n    	sittingduck	Owner
52052	jamper\n    	sqba	Owner
52053	timeindexing\n    	Stuart Clayman	Owner
52054	osslsigncode\n    	mfive	Owner
52055	enetman\n    	edahs	Owner
52056	qunetix\n    	mgillis	Owner
52057	jsch-j2me\n    	ymnk	Owner
52058	flatgallery\n    	TsunamiNoAi	Owner
52060	cloudwiki\n    	swdunlop	Owner
52061	track2rss\n    	Yakov Shafranovich	Owner
52062	geniusvp2\n    	Anderson Lizardo	Owner
52063	scircd\n    	Jan Krüger	Owner
52064	mobile-bookshelf\n    	ak1394	Owner
52067	dcore\n    	Duncan Cameron	Owner
52068	mordore\n    	rahulkumar	Owner
52070	xflows_xmlxslt\n    	Alexandre Brillant	Owner
52071	pycalendargen\n    	Johan Warlander	Owner
52075	mailonator\n    	Castify Networks	Owner
52076	uitags\n    	Jonni Gani	Owner
52077	pysl\n    	Chris Stawarz	Owner
52078	swingglue\n    	mimo	Owner
52079	libmsntp\n    	Ryan Barrett	Owner
52081	wsid\n    	alphaWorks	Owner
52084	gregarius\n    	Marco Bonetti	Owner
52086	teach-sa\n    	Jean-Marc Liotier	Owner
52087	simplybibtex\n    	Hartmut Seichter	Owner
52088	tetristats\n    	Frederic Cambus	Owner
52089	openhive\n    	Bryce Harrington	Owner
52090	knowledgeroot\n    	frank habermann	Owner
52091	html-widgets-navmenu\n    	Shlomi Fish	Owner
52092	konsecgroupware\n    	KONSEC	Manager
52093	svn-raweb-light\n    	Shlomi Fish	Owner
52094	gaint\n    	Sabit	Owner
52095	sanssouci\n    	freiheit.com technologies gmbh	Owner
52096	anca\n    	Tom Potrusil	Owner
52097	powersave\n    	Thomas Renninger	Owner
52098	transset-df\n    	Daniel Forchheimer (upiom)	Owner
52099	elster\n    	FlorianBecker	Owner
52100	diagnostictoolforjavagarbagecollector\n    	alphaWorks	Owner
52105	msyslogui\n    	Jsuthan	Owner
52106	dvd-homevideo\n    	rookhappy	Owner
52107	fux\n    	mamuaya	Owner
52108	texttemplatepython\n    	hhas01	Owner
52109	sigcheck\n    	Martin Renold	Owner
52110	yeast\n    	brilwing	Owner
52110	yeast\n    	struppi	owner
52111	nagios-console\n    	David Barth	Owner
52113	acikisletme\n    	M.Ali VARDAR	Owner
52115	cubic\n    	M.Ali VARDAR	Owner
52116	firewalladmin\n    	Vinicius M. de Souza	Owner
52118	librascal\n    	Justin Forest	Owner
52121	maude\n    	Wojciech Stryjewski	Owner
52125	nokiapacman\n    	Jiuka	Owner
52127	byteml\n    	Karthik Kumar	Owner
52128	septum\n    	Poromenos	Owner
52129	linv\n    	SteambirdDotCom	Owner
52130	delcom\n    	Mike Chirico	Owner
52131	stemminglibrary\n    	blizzy	Owner
52131	stemminglibrary\n    	oleander	New developer
52132	java_lzma\n    	myspace54	Owner
52134	kilongalonga\n    	Haddad Said	Owner
52135	pdi2iso\n    	Salvatore Santagati	Owner
52136	sensors-applet\n    	alex	Owner
52138	apacheds\n    	Trustin Lee	Owner
52139	ptxdist\n    	Robert Schwebel	Owner
52140	capers\n    	hungerburg	Owner
52142	libundo\n    	Evgeny Stambulchik	Owner
52147	scroogesecuritytracker\n    	StackFrame, LLC	Owner
52148	passtools\n    	Daniel Seither	Owner
52149	morse\n    	Eric S. Raymond	Owner
52150	fccubootcd\n    	D-fence	Owner
52150	fccubootcd\n    	free_ouyo	helper
52151	plinio\n    	Tommy Lindgren	Owner
52152	mod_suexec_helper\n    	James Carter	Owner
52153	fmp2p\n    	basking2	Owner
52154	shallot\n    	Yann Ramin	Owner
52155	tellu\n    	Jani Salonen	Owner
52157	mailnotifier\n    	kostakoko	Owner
52158	osprey\n    	John Reuning	Owner
52159	steno\n    	Spazholio	Owner
52162	stxxl\n    	Roman Dementiev	Owner
52163	cctunes\n    	kristof	Owner
52164	cmph\n    	Davi de Castro Reis	Owner
52165	ordrumbox\n    	ordrumbox	Owner
52167	timemon\n    	Gürkan	Owner
52167	timemon\n    	Gregory Casamento	Author
52169	wmheadlines\n    	Mystikite	Owner
52171	cl-fad\n    	Dr. Edmund Weitz	Owner
52173	sn9c102fg\n    	imipak	Owner
52173	sn9c102fg\n    	lookee	Co-owner
52176	ccpop\n    	Emanuel Miller	Owner
52177	gnormalize\n    	Claudio F. S. Rodrigues	Owner
52180	hideseek\n    	John Ellis	Owner
52183	mcelog\n    	Andi Kleen	Owner
52184	rlocate\n    	Rasto Levrinc	Owner
52185	timsms\n    	Domenico Delle Side	Owner
52187	housekeeper\n    	Adrian Gygax	Owner
52188	dbd-sybase\n    	Ed Avis	Owner
52191	outgun\n    	Niko Ritari	Owner
52192	opencalculator\n    	konox	Owner
52193	avango\n    	Jürgen Wind	Owner
52194	mercatorgrid\n    	cstevens	Owner
52195	64bitvcpu\n    	J. Michael	Owner
52196	jaikozmp4tagger\n    	paul taylor	Owner
52197	gjc\n    	Manuel Amador (Rudd-O)	Owner
52202	akadav\n    	yasusii	Owner
52204	cfourcc\n    	Mohammad Hafiz (mypapit)	Owner
52205	openmodeller\n    	TimLinux	Owner
52205	openmodeller\n    	rdg	Owner
52206	hdate\n    	Mohammad Hafiz (mypapit)	Owner
52208	scratchbox\n    	Toni Willberg	Owner
52209	attension\n    	Daniel Steudel	Owner
52210	starlane\n    	wagner frederic	Owner
52211	alcatel_readserial\n    	Jason Balicki	Owner
52212	pcjbot\n    	Satya	Owner
52213	uscvprogs\n    	Brian S. Julin	Owner
52216	sqlpreproc\n    	Dean Arnold	Owner
52218	jlmview\n    	corey	Owner
52223	freenx\n    	Kurt Pfeifle	Owner
52224	simpledb\n    	eminence_tech	Owner
52225	gnome2mtel\n    	Dimitur Kirov	Owner
52227	jspp\n    	John Garrison	Owner
52228	fontsmoother\n    	Alexander R. Pruss	Owner
52229	modu\n    	louigi600	Owner
52230	lossa\n    	louigi600	Owner
52231	ldtp\n    	Nagappan	Owner
52232	pushoksema\n    	Sergey Korotkov	Owner
52233	ultimatestunts\n    	cjp	Owner
52234	systeminfo\n    	muthukumark	Owner
52235	transd\n    	Skypher	Owner
52237	apcon\n    	Andreas Pohl	Owner
52239	cca\n    	drugphish	Owner
52241	grout\n    	Gervase Markham	Owner
52242	tvbrowser\n    	troggan	Developer
52243	gringotts-shlomif\n    	Shlomi Fish	Owner
52244	asunder\n    	Andrew Smith	Owner
52246	peps\n    	G. Adam Stanislav	Owner
52247	httunnel\n    	Patrick LeBoutillier	Owner
52249	tkmp3\n    	Greg Brown	Owner
52250	gnudialer\n    	Heath Schultz	Owner
52251	spacerider\n    	Dominik Hackl	Owner
52252	kmp_search\n    	pts	Owner
52253	validator\n    	Aaron Axelsen	Owner
52254	gpglist\n    	Bastian Ballmann	Owner
52257	hacburn\n    	hacnslash	Owner
52259	sundew\n    	Paul Grosse	Owner
52261	doplotgrf\n    	jarn	Owner
52262	peless\n    	Horned Owl Flying	Owner
52263	rntrack\n    	ph0enix	Owner
52264	trufilemanager\n    	Redimido (Gabriel Orozco)	Owner
52266	anno\n    	Michael Schulz	Owner
52267	phpwebget\n    	crashu	Owner
52268	libtranslate\n    	Jean-Yves Lefort	Owner
52269	gnome-translate\n    	Jean-Yves Lefort	Owner
52270	mvcms\n    	narko	Owner
52271	ioe\n    	irtza	Owner
52272	sitecing\n    	The Golden Boy	Owner
52273	hanggame\n    	Michael	Owner
52275	jert\n    	Quake Wang	Owner
52276	lar\n    	John Elliott	Owner
52277	rmuse\n    	Bruno Patatas	Owner
52278	lsys_monitor\n    	Bruno Lacroix	Owner
52279	phpwebtickets\n    	Nick	Owner
52281	sxemacs\n    	Steve Youngs	Owner
52282	gebogebo\n    	Thomas F	Owner
52283	webring\n    	webring	Owner
52285	usea\n    	narko	Owner
52286	bootpdnis\n    	Bruno Monthy	Owner
52287	cryptomx\n    	Daemon404	Owner
52288	ihm\n    	Bernhard von Gunten	Owner
52291	deb-install\n    	icekiss	Owner
52292	morph\n    	Matt Sgarlata	Owner
52295	shellsql\n    	Edward Macnaghten	Owner
52297	ftmenu\n    	TaQ	Owner
52299	sbox-dtc\n    	Thomas Goirand	Owner
52300	inputcntrl\n    	bjd	Owner
52301	yada\n    	dev/IT	Owner
52302	feedpod\n    	Robert kebernet Cooper	Owner
52303	yaprimaxgui\n    	Fabio Pugliese Ornellas	Owner
52304	dcraw\n    	Ed Avis	Owner
52307	xmlflashslideshow\n    	DWUser.com	Owner
52308	freshinvoice\n    	FunzoneQ!	Owner
52309	upgrade-oldest\n    	zowers	Owner
52311	trousers\n    	Kent Yoder	Owner
52311	trousers\n    	Ratliff	Developer
52312	tribiqcms\n    	Tony Butcher	Owner
52312	tribiqcms\n    	Alex Wilkes	Project Admin
52316	minesweep3d\n    	Josef Höök	Owner
52317	xaoindexer\n    	Andrew Maltsev	Owner
52319	fldiff\n    	Michael Sweet	Owner
52321	pluto-converter\n    	Juliusz Chroboczek	Owner
52323	fastcopy\n    	Sam65	Owner
52324	hpgls\n    	softadm	Owner
52325	itcl\n    	Ed Avis	Owner
52326	ooolatex\n    	gpiroux	Owner
52327	lql-sharp\n    	Coverfire	Owner
52331	mortcalcplus\n    	mortcalcplus	Owner
52332	console\n    	Nixo Mose	Owner
52333	pxe-boot\n    	edahs	Owner
52334	xhopper\n    	King Leo - Martin Oberzalek	Owner
52335	netlightning\n    	Nixo Mose	Owner
52337	worldforgeember\n    	Alistair Riddoch	Owner
52337	worldforgeember\n    	Erik Hjortsberg	Primary Developer
52340	clipcast\n    	Derik van Zuetphen	Owner
52342	faqring\n    	faqsystems	Owner
52343	gnome-sshman\n    	Ear3ndil	Owner
52348	lpr-via-http\n    	yeupou	Owner
52350	squtun\n    	squarooticus	Owner
52352	rationalapplicationdeveloper\n    	alphaWorks	Owner
52353	lazdoc\n    	sottey	Owner
52354	grac\n    	maxme	Owner
52355	ssts\n    	AmirAli Lalji	Owner
52356	mod_chm\n    	snake4d	Owner
52358	thumbnail_watermark\n    	Emiliort	Owner
52359	sshfs-fuse\n    	Miklos Szeredi	Owner
52360	jini-dlm\n    	Dan Creswell	Owner
52361	stod\n    	edahs	Owner
52363	pwnsjp\n    	Jakub Wilk	Owner
52364	netgrowler\n    	Scott Lamb	Owner
52366	axamol-sql-library\n    	Scott Lamb	Owner
52368	sms_biff\n    	Dan Harkless	Owner
52369	image_album\n    	Dan Harkless	Owner
